IDs,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSG00000135776,567.329400683768,0.24375226418207524,0.1068654820201332,2.280926072425827,0.022552821842627108,0.07446832037468573,ABCB10
ENSG00000005471,113.67558041688335,-0.2068486073649247,0.3049937292002029,-0.6782060992117838,0.4976410259110199,0.6639715065391054,ABCB4
ENSG00000004846,0.9470363314316032,2.7177006028521724,1.187559342152011,2.288475620870741,0.022109838254960268,,ABCB5
ENSG00000115657,12.918572972710821,0.05878645318941611,0.21097268476590472,0.27864485516049414,0.7805173860186475,0.872151760154068,ABCB6
ENSG00000131269,539.6029825590055,0.046671212156303724,0.048365992583443866,0.9649592547032669,0.33456522037955616,0.5170695960646814,ABCB7
ENSG00000197150,511.037913335808,-0.018047285764590207,0.07799244567118688,-0.2313978694895255,0.8170057201565137,0.8955309187161854,ABCB8
ENSG00000150967,44.992880677447026,0.151105876509296,0.19589026154432831,0.7713802376801768,0.4404815853506092,0.6153214277568304,ABCB9
ENSG00000103222,1951.8659781079452,0.08162082851850778,0.07783656775941887,1.0486180322182947,0.29435395318520685,0.47601896897438906,ABCC1
ENSG00000124574,931.086261796067,0.04065597114110812,0.08016965996274569,0.5071241559462853,0.6120677068812579,0.755202290417552,ABCC10
ENSG00000121270,12.516705629780565,-0.19621181068000304,0.20888200994339615,-0.9393427932504741,0.34755477413467695,0.5293973497296905,ABCC11
ENSG00000243064,15.092902795397228,5.703337344867136,1.2091476572860724,4.716824542064826,2.3955410852021123e-06,6.0256182566874366e-05,ABCC13
ENSG00000023839,71.0023360508953,-0.05754495230657846,0.08644217435766742,-0.6657045907762295,0.5055999386084413,0.6710284479481953,ABCC2
ENSG00000108846,917.0700676542103,1.2648241671130533,0.2645744620484246,4.780598086906645,1.7477445970941194e-06,4.7928606713889157e-05,ABCC3
ENSG00000125257,982.1853357968646,0.8763893586200318,0.2604065323760062,3.36546610648997,0.0007641445456058482,0.005352914708049139,ABCC4
ENSG00000114770,783.0013690917309,0.04058265450246045,0.07926962583508913,0.5119571850495138,0.6086809747142107,0.752662879381115,ABCC5
ENSG00000223882,6.54497837540866,0.04167305963488588,0.3574542646045372,0.11658291356794996,0.9071905783794321,0.9478463674254256,ABCC5-AS1
ENSG00000091262,129.99612568989062,0.5715548345750542,0.1629919209547352,3.506645183559631,0.00045379380609517067,0.003554253784682772,ABCC6
ENSG00000101986,429.2241278199619,0.45880641395231697,0.13835049227620855,3.3162615210384447,0.0009123041293537905,0.006136740657416218,ABCD1
ENSG00000173208,513.7742163397893,-0.36000788140838885,0.16782011224032972,-2.145201052498602,0.03193677550462309,0.0966822064213491,ABCD2
ENSG00000117528,667.6180241804584,0.17420123606416865,0.07754965237953794,2.2463187225083288,0.02468360017982267,0.0796569581530649,ABCD3
ENSG00000119688,632.0855552868968,0.004565661726717964,0.06525779110380207,0.06996347331854383,0.9442227324357233,0.9680725571287923,ABCD4
ENSG00000164163,797.4364854024309,-0.17721813125692099,0.07339716632686027,-2.414509171481006,0.015756426284358374,0.05664184198428678,ABCE1
ENSG00000204574,815.5060205785993,-0.13839462944981998,0.06853603329082525,-2.0192973360824276,0.043456324607742645,0.12118013514747625,ABCF1
ENSG00000033050,135.4808649612803,0.046604285518751676,0.07503203234854346,0.621125192268051,0.5345172549341087,0.6957187526261395,ABCF2
ENSG00000161204,631.5396176926902,-0.02841187423066756,0.05996649424619764,-0.47379581861197606,0.6356455166387607,0.7722278097011406,ABCF3
ENSG00000160179,280.58653666943525,0.12285841079795594,0.14883761877955956,0.8254526765838621,0.40911463920314184,0.5864483428932434,ABCG1
ENSG00000118777,30.467099450114542,1.1331489606514187,0.41046637413108805,2.760637733237393,0.005768862721551022,0.026071937853086726,ABCG2
ENSG00000143921,15.84097932774082,0.35122870310695775,0.18925409212085503,1.855857906008542,0.06347381426331097,0.16079169105547006,ABCG8
ENSG00000143994,46.24844424125152,0.383516070918152,0.16430993610191613,2.334101515810154,0.019590406953446677,0.06683600474514208,ABHD1
ENSG00000144827,340.95499051732355,0.13370030209551892,0.09415827870961552,1.419952700153442,0.1556214518375754,0.30900178401671574,ABHD10
ENSG00000106077,106.72583323422987,0.2501467187210606,0.10160207856763541,2.462023634236386,0.013815556252657783,0.051171829878514485,ABHD11
ENSG00000225969,9.318908888618381,0.2807717186996757,0.22393522574012706,1.2538077373566336,0.20991189620136186,0.38013162634546827,ABHD11-AS1
ENSG00000100997,424.63233636066974,-0.013733511473204434,0.07028305913000973,-0.195402870097048,0.845077569907837,0.9118411823207454,ABHD12
ENSG00000131969,49.247369603531865,1.3665694749117978,0.3571926402990172,3.8258612321009733,0.00013031568690982214,0.0013472218582619578,ABHD12B
ENSG00000139826,775.5224292891887,0.12205503721403661,0.0732902577716201,1.6653650966049611,0.09583993847810812,0.21736231129686853,ABHD13
ENSG00000248487,31.682943966138,-0.21479248806325096,0.16894983780216116,-1.2713388237446617,0.20360813620210838,0.3723646867352616,ABHD14A
ENSG00000114779,371.0712325545882,-0.15110941335292954,0.07554916544201098,-2.0001466921420343,0.04548442611874969,0.125692328762301,ABHD14B
ENSG00000168792,384.0826522442235,-0.16852367094684625,0.10234495891844944,-1.6466240519098685,0.09963534358083283,0.22376949223243323,ABHD15
ENSG00000264031,10.858509619039452,1.2058346396514283,0.2484925486047453,4.852598785847059,1.2185405199268296e-06,3.64568856587523e-05,ABHD15-AS1
ENSG00000204427,85.77838688926815,0.09146704002153888,0.12190922460629479,0.7502880960561534,0.45308121048731376,0.6254948168362301,ABHD16A
ENSG00000129968,2554.3104652579723,-0.2142550218445672,0.10730349078032889,-1.9967199602405192,0.0458556125773012,0.12647665200591574,ABHD17A
ENSG00000198658,47.499412717483175,0.17300782700930464,0.1309772169804724,1.3209001610951823,0.18653465604914288,0.35051244606176907,ABHD17AP1
ENSG00000250536,3.1079573136407137,-0.780472882961974,0.447807955771034,-1.742874089001297,0.08135561100653657,0.19297910360625134,ABHD17AP3
ENSG00000229107,1.878723318903219,-0.2551680601090525,0.5002830731125173,-0.5100473588313138,0.6100182833677548,0.7536921001672311,ABHD17AP4
ENSG00000263366,30.94275818394981,0.28281034214632167,0.3023113659374718,0.9354935804987776,0.34953399010414865,0.5311082360422164,ABHD17AP5
ENSG00000226981,12.502661200837805,-0.605424938437719,0.2791621915927454,-2.1687211114925646,0.03010386359696993,0.09245451755727041,ABHD17AP6
ENSG00000107362,349.17767470041866,-0.11870731766313455,0.07246810441685729,-1.6380629605032313,0.10140856059178298,0.22680502817073625,ABHD17B
ENSG00000136379,50.12240669277243,-0.43439850498194027,0.12588597581705396,-3.450729933676152,0.0005590727077380998,0.004185255872147987,ABHD17C
ENSG00000164074,524.421273097558,0.0604562275610064,0.0639067584661511,0.9460067919581259,0.3441451220098297,0.5261412575215109,ABHD18
ENSG00000140526,3211.507695159751,0.19565493703923514,0.1358314965006192,1.4404239228737585,0.14974749944230922,0.3007152941126074,ABHD2
ENSG00000158201,703.012947600622,0.10198365996084521,0.0724570455215216,1.4075050842440635,0.1592776706989688,0.31413129650680605,ABHD3
ENSG00000100439,345.7782856973778,0.39851368505415186,0.16205677565886056,2.4590991856647055,0.013928613063342418,0.051528354318233965,ABHD4
ENSG00000011198,811.1146877026445,0.5869159782410559,0.1578368937100143,3.7184967623562506,0.00020041186055175928,0.0018625294843503193,ABHD5
ENSG00000163686,176.11121936556424,-0.07803422320918334,0.08327953111176796,-0.9370156407875906,0.3487505125316098,0.5305364627005966,ABHD6
ENSG00000127220,136.54037124995367,0.42196203232694185,0.13500421306813262,3.125547142102818,0.0017747462149023574,0.010373128068615704,ABHD8
ENSG00000136754,1940.3616551137122,0.05213419685409854,0.067860019989825,0.7682608531785814,0.44233222688317253,0.6168647918414103,ABI1
ENSG00000138443,588.3310267320895,-0.15475193124109982,0.0821393959674335,-1.884015939226722,0.05956281948182912,0.15351078161180745,ABI2
ENSG00000108798,981.4964761752572,-0.13679063121148738,0.09013618127415965,-1.5175995840718257,0.12911537178862253,0.26979532302459425,ABI3
ENSG00000154175,67.99106343031113,0.308950283086349,0.15946350497912576,1.9374356729885716,0.05269210953458358,0.14002688990023593,ABI3BP
ENSG00000119328,125.7449812619296,0.020949486772173922,0.11611335060994872,0.18042272195337844,0.8568207174828801,0.9189567056379954,ABITRAM
ENSG00000097007,727.0005966951453,-0.04212239134710582,0.07304005646394887,-0.5767026120509176,0.5641403676107475,0.7183103540994066,ABL1
ENSG00000143322,811.0813308216784,0.02453272419612474,0.049457763969347326,0.4960338322478449,0.6198705413214719,0.7612973153122932,ABL2
ENSG00000099204,2832.0395185208995,-0.4337517142999211,0.1378127373903841,-3.1473993080278673,0.0016472983155429413,0.009796199635950138,ABLIM1
ENSG00000163995,38.481951373619,-0.5075649964272482,0.18032610481523387,-2.8147061510994793,0.004882185292658168,0.022832646299963472,ABLIM2
ENSG00000173210,405.3182225926721,1.4240625669692457,0.29125285609194146,4.889437261070854,1.0112464533656686e-06,3.171127716998311e-05,ABLIM3
ENSG00000175164,69.68701577892855,0.6378264716155684,0.385101560953378,1.6562552227431409,0.09767014424075497,0.22040061385260076,ABO
ENSG00000159842,2597.69512578131,0.22486753416533953,0.0959179477167277,2.3443739103909493,0.019059053621336332,0.0654016168446673,ABR
ENSG00000235361,14.512121271129905,0.3960608638119769,0.20844334257231295,1.9000888151396627,0.05742146525987046,0.14923167080951077,ABR-AS1
ENSG00000174429,40.631467295869264,-0.026531831238103962,0.15866069961922646,-0.1672237126256113,0.8671940271397482,0.9249809321450084,ABRA
ENSG00000146386,391.88223429069774,0.24928060928694562,0.10699420914967722,2.3298514122219447,0.01981400578342475,0.06743515826173468,ABRACL
ENSG00000163322,287.3110133932799,0.03845955202209389,0.0712711315843004,0.5396231428794342,0.5894569531099291,0.7376066622372937,ABRAXAS1
ENSG00000165660,326.76602554968935,0.15769954778150277,0.07149822307750058,2.20564289563622,0.027409013131398072,0.08625736737271586,ABRAXAS2
ENSG00000146109,530.0992073939503,0.0707074100155739,0.09911474480905921,0.7133894170013658,0.475604820000906,0.6451400762273495,ABT1
ENSG00000250496,3.9056529197621614,-0.21593722418558028,0.3357169352379156,-0.6432121871735486,0.5200864264162613,0.6833298125173307,ABT1P1
ENSG00000114626,1434.0651025325687,0.3201366866353364,0.11034174644884369,2.9013197356247864,0.0037159450946731313,0.018476209353575107,ABTB1
ENSG00000166016,80.81091275387449,0.3681061204636176,0.12277920766704033,2.9981144809296114,0.0027165560800472307,0.014426479496627426,ABTB2
ENSG00000151136,373.66848076772294,-0.1340160895113115,0.16438309503662477,-0.815266858684298,0.41491957473988794,0.5916492037289598,ABTB3
ENSG00000273212,7.213037709193912,-0.16721996976260972,0.2345865148239828,-0.7128285694004184,0.4759518445886102,0.6452749137992088,AC000068.2
ENSG00000243107,73.24341974278389,-0.046961440962991555,0.12941144201966473,-0.36288476683426124,0.7166909665294723,0.8302400487571246,AC000120.1
ENSG00000224138,75.5755425501564,-0.0784438262127845,0.11062377853800981,-0.7091045636796032,0.4782595911361155,0.6470570938900386,AC000123.1
ENSG00000278727,11.034825627823485,0.8007256822289095,0.3175420236935225,2.521636893646979,0.011681021494904877,0.045135785755594036,AC000403.1
ENSG00000274898,5.432668525440931,0.1414812225090285,0.281981301708875,0.5017397311510303,0.6158506126745316,0.7584334175654829,AC001226.1
ENSG00000272330,4.80211019601068,0.5481856884448172,0.380211918225941,1.441789860251192,0.14936166422122518,0.3001631532305782,AC002044.1
ENSG00000273216,2.99908454654721,-0.26689815417642904,0.4003267130142447,-0.6667008358418791,0.5049632447927481,0.6705481653105495,AC002059.1
ENSG00000248636,3.279922429961702,1.308376653475317,0.5497972853276205,2.3797437499089584,0.017324680857105916,0.06075411902238232,AC002070.1
ENSG00000265975,28.775043124126608,-0.004166428447126511,0.16754566607349036,-0.02486741999819318,0.9801607142687917,0.9891568450596562,AC002091.1
ENSG00000277450,15.69808381577349,-0.39926960611532253,0.1630665978109761,-2.4485063861953433,0.01434498869782117,0.05276161756902214,AC002094.4
ENSG00000267698,6.5456239608355355,-0.06113238048770003,0.26326529319720543,-0.23220827836925428,0.8163762482658773,0.8951421633240972,AC002116.2
ENSG00000268947,53.97629992629162,0.09221301926074875,0.13723216970222452,0.671949000448209,0.5016161641783206,0.667386052282921,AC002128.1
ENSG00000271366,16.926464708557894,-0.002916514119057756,0.22538474803810402,-0.012940157417238739,0.989675536317802,0.9944073568885908,AC002128.2
ENSG00000259242,37.863424676862714,-0.7446629948694511,0.19322277185400022,-3.853909079785487,0.00011624677844007737,0.0012334180779193715,AC002306.1
ENSG00000261433,6.604820539856356,0.1612098217527927,0.2427213630753487,0.6641764849629156,0.5065773619350262,0.6717515564248284,AC002347.1
ENSG00000263388,3.4293528935518376,0.27061600538067654,0.334120369154199,0.8099356709850433,0.4179771490225891,0.5949819949127266,AC002347.2
ENSG00000267049,3.721249617979548,0.2115683934551805,0.4145770351048505,0.51032347559163,0.6098248587458064,0.7536482023170336,AC002398.1
ENSG00000236472,14.611607026751273,0.9220428400994002,0.20088748839456955,4.5898470206784925,4.435709812824337e-06,9.738008594135586e-05,AC002401.1
ENSG00000250282,6.087753507027095,-0.458295356297526,0.3018817852650847,-1.5181285478853694,0.12898199567951685,0.2696463558293245,AC002401.2
ENSG00000275025,5.592737001866648,0.08785912006164139,0.2766040466749465,0.31763497720946127,0.7507618391316321,0.8531726817814836,AC002401.3
ENSG00000276851,1.4768870844862834,0.7730153668613586,0.6437360730150836,1.2008265487449945,0.22981849114473007,,AC002401.4
ENSG00000283638,1.7746076151171128,1.2890151448065765,0.5913043079728914,2.1799522300549046,0.029261002722735265,0.09043079577226736,AC002407.1
ENSG00000223969,10.971864819030733,0.7515635621203965,0.3238274189944667,2.3208768561171116,0.020293490975953215,0.06861659288210262,AC002456.1
ENSG00000260188,6.69794108765055,1.4730151157997526,0.4206386440929621,3.5018539938860513,0.00046203273931399763,0.003601588738792541,AC002464.1
ENSG00000272829,2.9275181904721475,0.5797501353427129,0.44667509799103616,1.2979235644659717,0.1943136017227476,0.36078504790118127,AC002470.1
ENSG00000232949,11.149245349152125,0.31574666124953954,0.40982356521207086,0.7704453527120886,0.4410357594280623,0.6158398049515544,AC002480.2
ENSG00000232680,2.2454196745942743,0.8231751377961571,0.5575810249254823,1.4763327677913178,0.13985458164951678,0.28577358607423803,AC002511.1
ENSG00000259810,3.480773908149355,-0.10791546675668418,0.46657121226324155,-0.23129473898144787,0.8170858335737072,0.8955741042767761,AC002519.1
ENSG00000267653,26.00536158044022,-0.7199440027422915,0.19829830613665378,-3.6306109556284096,0.00028275111803287837,0.0024601707461832313,AC002546.1
ENSG00000276571,15.45327599755138,-0.11866804931259331,0.17940556422902051,-0.66145133135953,0.5083229161905722,0.6733282607131664,AC002550.2
ENSG00000261736,16.91933099525479,-0.09782737369589208,0.1584870392569344,-0.6172578789695056,0.537064644695841,0.6971364490110672,AC002551.1
ENSG00000227782,75.1250673485707,0.24137367861059744,0.10193965730056231,2.367809398249429,0.017893751600249044,0.062297030454360705,AC002553.1
ENSG00000275413,48.07951720224675,-0.09762435257722496,0.14156971714721744,-0.6895849941955173,0.4904552066368617,0.6577387932603252,AC002553.2
ENSG00000261872,53.03032828524621,-0.1333755045764436,0.10429613237842647,-1.2788154415209376,0.20096205493428498,0.36918404267199895,AC002558.2
ENSG00000262265,151.83792487128065,-0.003125675856347366,0.09700947164331875,-0.03222031625777479,0.9742963545586905,0.9856148149688608,AC002558.3
ENSG00000267344,56.859669026291066,0.16724267893962275,0.11765787322519726,1.4214321095156983,0.15519117728762616,0.30847528542526625,AC003070.1
ENSG00000278546,2.6447827147801433,0.6161363018484044,0.48715588306027235,1.2647621085429326,0.2059566182018876,0.3754213425939416,AC003101.2
ENSG00000260793,73.10978481592217,-0.014218945144291208,0.11919600148441731,-0.11929045410260741,0.905045246020024,0.9462975591235327,AC003102.1
ENSG00000279159,2145.8608291188716,0.5095383600187435,0.1265634166270109,4.025952945947881,5.674503633104727e-05,0.0007044873281328065,AC003681.1
ENSG00000268392,3.366692688369299,0.2081141558656194,0.41815465357533227,0.49769661556122513,0.6186978939207677,0.7603946808320183,AC003682.1
ENSG00000197462,1.9251257377609647,0.9903262798799959,0.7572808632241959,1.3077397409246379,0.1909615990718977,0.356510275658604,AC003975.1
ENSG00000228113,46.36108834307435,1.5273350797599763,0.2251317011381308,6.7841848661858215,1.1674376230183817e-11,5.24521672728207e-09,AC003991.1
ENSG00000237903,8.381788793208244,-0.5614237746350813,0.28297507605367794,-1.9840043245666767,0.04725535783544331,0.12931086525609758,AC004000.1
ENSG00000262482,9.800409892559754,0.12578131037017745,0.2699034946953246,0.46602327440096053,0.6411988410759497,0.776503451969137,AC004034.1
ENSG00000230612,21.426382036010448,-0.628717274524829,0.21421004741187766,-2.9350503495102043,0.003334935691781069,0.016957090574072756,AC004039.1
ENSG00000248242,16.315795292957322,0.7714939839243273,0.29399246083340685,2.624196490404223,0.008685366307608466,0.036036671564517925,AC004053.1
ENSG00000248984,1.6665535400394642,0.0922079160021029,0.5769591193088616,0.15981707007692092,0.8730251769433465,0.9288150743965499,AC004054.1
ENSG00000250670,1.058659109287669,1.16787969200605,0.7735831011930011,1.5097016599832316,0.13111956752568085,,AC004063.1
ENSG00000273447,46.43551986616628,-0.07872531540460584,0.17569709694229702,-0.4480740818982402,0.6540997324606087,0.785491747720413,AC004067.1
ENSG00000251259,17.227020837922872,0.39046392140155706,0.17983615466363384,2.1712203651811954,0.02991451863410926,0.09205744462520704,AC004069.1
ENSG00000276449,27.89831259034388,0.033200074839224915,0.22919861751498535,0.14485285818556146,0.8848270474851581,0.9349488293899819,AC004076.2
ENSG00000254180,4.670043546072936,-0.10613968118374481,0.3524741260809633,-0.3011275816579074,0.7633172094509428,0.861794490453457,AC004083.1
ENSG00000263272,89.48744953907672,-0.04867793393033473,0.11836673257511769,-0.41124674873865275,0.68089161234043,0.8049428174921411,AC004148.1
ENSG00000267666,3.7625070803687692,-0.14731996475211548,0.32419211530147796,-0.4544218005274968,0.6495252643341043,0.7826318427559266,AC004156.1
ENSG00000260664,5.956967106760947,0.2957596427131377,0.279511999113706,1.0581286086141228,0.2899968132302988,0.47219613571409375,AC004158.1
ENSG00000230333,5.437519043568139,-0.2902586406482936,0.3082365137614981,-0.941675069920123,0.3463590224673596,0.5283789817630795,AC004160.1
ENSG00000257494,9.013484484185588,0.11773103071312846,0.22525518298412714,0.5226562565773437,0.6012134842282666,0.7464396677071037,AC004217.1
ENSG00000267457,45.6846445338063,-0.05161534430245015,0.12825783177163017,-0.4024342497412087,0.6873644681625067,0.810279140316962,AC004223.2
ENSG00000273687,23.689149389166097,0.0055657165931915,0.17280359661782282,0.03220833768582255,0.9743059071183796,0.9856148149688608,AC004223.4
ENSG00000272079,6.7601106216395825,0.9466792422889129,0.3773604423858049,2.5086870163276127,0.012118080245183323,0.04635036740191285,AC004233.2
ENSG00000274902,6.900386055487398,0.06959276680820443,0.25616340295028583,0.2716733382157265,0.7858732035093546,0.875510658383578,AC004241.2
ENSG00000276390,13.614263665878958,-0.1980217214975692,0.23038421947494342,-0.8595281480166919,0.3900491973079657,0.5694699294942975,AC004241.3
ENSG00000263990,20.861679736298107,-0.05020461360642267,0.14848300644839615,-0.3381168984066254,0.7352750966225787,0.8428360703285123,AC004253.1
ENSG00000275936,33.589493542256754,0.15943548298228133,0.16852354807336875,0.9460724320429641,0.3441116436340165,0.5261252792011702,AC004263.1
ENSG00000260510,3.7525301058815965,0.1472937395165953,0.30081918168308025,0.4896421122233241,0.624387171281564,0.7647539620429721,AC004381.1
ENSG00000281530,65.49103453085169,0.009986869126216588,0.0991013194590037,0.10077433056123902,0.9197296043298013,0.955174308912414,AC004461.2
ENSG00000268069,12.554492682302186,0.0032459613758179925,0.21895234783964837,0.014824967203344174,0.9881718208211482,0.9936483493866178,AC004466.1
ENSG00000274737,34.72617515393011,0.019735218000879885,0.17784969724176927,0.11096571041136936,0.9116435378900638,0.9504888754852033,AC004466.2
ENSG00000276691,10.78733247290444,-0.046227725399019634,0.24446599391948629,-0.18909675189525343,0.8500169871743879,0.9150112635813522,AC004466.3
ENSG00000223461,55.74834437559792,-0.030322050053800984,0.14214601581461525,-0.21331621487968092,0.8310803269611924,0.9038488477226206,AC004471.1
ENSG00000278765,16.301879601170114,0.28929297038496815,0.19275055899635982,1.5008670890050784,0.13338994200160922,0.27626835945159234,AC004477.3
ENSG00000267122,11.310609347470598,0.772933736360061,0.2356954661142807,3.279374648578483,0.0010403741784434123,0.006812138659671908,AC004490.1
ENSG00000272072,139.7275757648105,0.08539865197048531,0.12168202528760683,0.7018181343434877,0.48279258809774406,0.6510020388129075,AC004492.1
ENSG00000262312,197.46082580390134,-0.3769687487307255,0.16245699186129467,-2.320421820025945,0.0203180696398934,0.06866900770722492,AC004494.1
ENSG00000266990,2.0372217430539243,-1.4129729909355722,0.5027364985868138,-2.810563774278219,0.0049454786817058494,0.023075414639652663,AC004528.1
ENSG00000257452,13.39952978628119,0.6601983540596774,0.26336235726641677,2.506806063373067,0.012182753444849374,0.04654308342168741,AC004551.1
ENSG00000282840,2.9695466978152805,0.4933764894945871,0.42927131474578323,1.1493348671265569,0.2504179260176761,0.4283148297735046,AC004554.2
ENSG00000276345,23.6581696165031,0.9642167168654838,0.4288719380308681,2.248262549638033,0.02455945325527901,0.07934475482014824,AC004556.3
ENSG00000262298,7.57916881085808,0.23634380185847903,0.23310903757940293,1.0138766146206333,0.3106416313720445,0.4934477459264924,AC004584.1
ENSG00000263120,38.81096175336588,0.7345238068152065,0.18955517956095455,3.8749867374581997,0.00010663050683141176,0.0011568211396834967,AC004584.3
ENSG00000266088,27.84861389694403,0.005893762201169111,0.20018085841690636,0.02944218666948903,0.9765119272785356,0.9868121267674161,AC004585.1
